ID;TWITTER;TWEETS;CURTIDAS;DATA_CRIADO;SEGUINDO;SEGUIDORES;STATUS_CONTA;CHANCE_SPAM
1082676747857022977;@Bexar_Arms;1327;15027;03-8-2019;353;1781;active;Normal
1083307063269302272;@_surgeahead;4307;2401;04-10-2019;327;24686;active;Normal
1085403425527996416;@AgentMax90;144;14906;03-16-2019;1109;2028;active;Normal
1090451071;@Themitharyour;22056;23503;10-14-2013;3474;6516;active;Problematic
109161728;@Nettle10;942;42806;04-28-2010;67;418;active;Problematic
1093087559301754880;@AndySlaps;3214;8905;04-6-2019;486;1774;active;Normal
1093666681682038784;@lethycarvalhos;26761;165069;03-8-2019;189;190;active;Problematic
1094875444741054464;@RPBauddh;53194;138057;06-11-2019;44885;59731;active;Problematic
109531911;@SafuGemsCalls;47811;1378;03-29-2010;617;855598;active;Normal
1099486190846251010;@miscreantsoul;16560;11193;04-24-2019;251;16839;active;Normal
1099518424286457858;@JustAJaneJ;9071;36098;03-24-2019;6068;5652;active;Normal
109959494;@mrsbruttsclass;112;47;06-30-2010;39;33;active;Problematic
1099819648151887872;@thechinacurrent;839;137;03-24-2019;139;66428;active;Normal
1100300976626561024;@AasiaKhattak;32321;34393;04-26-2019;3649;5287;active;Normal
1100709086209953792;@YaariCohen;6502;6410;03-27-2019;1217;21751;active;Normal
1101005699033849856;@NAzharTheGreat;63008;239;04-28-2019;9;1864;active;Normal
1101488095;@Babyf263;1696;1254;10-18-2013;860;1314;active;Problematic
1104380665108353024;@rumi669;3482;2832;08-9-2019;1830;1540;active;Problematic
1108446690502209537;@MadsStrange_;723;4310;03-20-2019;800;2372;active;Normal
1112233508989296640;@GH4LL;81745;17087;03-31-2019;29745;35035;active;Normal
1114955181370822658;@JonathanMc132;64;15;03-7-2019;34;0;active;Problematic
111598798;@TXMilitary;9104;5862;03-5-2010;524;33938;active;Normal
1119335092311212032;@EgyetlenEllak;17612;20740;03-19-2019;317;252;active;Normal
1121128100220239873;@JetTheDrake;13707;35755;03-24-2019;258;4761;active;Normal
1121203872486260737;@SarahBe10394548;4045;1763;04-25-2019;63;21;active;Problematic
1121261670305636352;@foridul49886988;5309;7986;03-25-2019;4879;3067;active;Problematic
1121850858562621440;@GreenDriveTesl1;1305;2532;03-26-2019;4087;2309;active;Normal
1122518106226798592;@jLcsgo_;1239;7232;04-28-2019;721;69842;active;Normal
112420325;@desireerugani;15057;44575;04-8-2010;746;68198;active;Normal
1124400732067602433;@yukagoin;182;296;03-3-2019;55;16687;active;Normal
1124949811315265536;@hopelessnyx;17686;582014;03-5-2019;4268;1231;active;Normal
1127813000524488705;@04tenno;2913;4915;04-13-2019;159;443;active;Normal
1128515704553181185;@0xDekadente;734;1292;04-15-2019;265;74476;active;Normal
1135358239577694210;@GrxveyxrdKeep3r;10539;46420;03-3-2019;1364;511;active;Normal
1137733858260951041;@SDHasibJr33;1751;1897;04-9-2019;4718;3500;active;Problematic
1138443989256941568;@MIKKEL_MH;17999;39776;03-11-2019;2445;1445;active;Normal
1138686575695581184;@nishu5620;5669;3972;03-12-2019;7324;6738;active;Problematic
1140869882;@hilmiturkmen34;31269;8152;03-1-2013;994;134918;active;Normal
1141544525417996288;@Pablo1146l;1544;567;06-20-2019;853;206;active;Problematic
1146065405607178244;@Connect_by_THE;483;749;03-2-2019;99;2287;active;Normal
1147800309756026883;@meekwayneteddy;5339;19477;05-7-2019;3319;6083;active;Problematic
1148551112896598016;@wiionthemoon;56206;160064;03-9-2019;1175;641;active;Normal
1150029866726645760;@FAZLULHAQUE1996;202416;203102;03-13-2019;828;938;active;Normal
1151012912565125120;@yopofen;460;3993;03-16-2019;251;4426;active;Normal
1151299471072026624;@dinhaae94;3256;9043;03-17-2019;553;433;active;Normal
1151778975510925312;@OnlyMisuna;919;23819;03-18-2019;250;830;active;Normal
1151835756173770752;@TheJatKshatriya;27694;46487;03-18-2019;1639;5525;active;Normal
1153046911710089216 ;@BMilMuse ;4653;21174;07-21-2019 ;289;6202;active ;Normal 
1154570283614986240;@GoodNerd23;40676;38166;03-26-2019;589;8030;active;Normal
1155665467144433664;@riachops;5909;127738;03-29-2019;1034;14785;active;Normal
1157529996862189569;@_onemufc;5338;3566;03-3-2019;294;10158;active;Normal
1161390938737954818;@Pecelcrypto;1210;1509;03-13-2019;400;21137;active;Normal
1161501187960647682;@Prxlix;1076;1255;03-14-2019;81;152;active;Normal
1162577250614730752 ;@_TheRoyal__ ;5488;9596;08-17-2019 ;4874;92427;active ;Problematic 
116332899;@CorreodelCaroni;592647;567;03-22-2010;247;191749;active;Normal
1165867028;@BjarkeMoeller;14478;17893;04-10-2013;2223;6237;active;Normal
116752605;@uffegardel;4453;8218;03-23-2010;521;2500;active;Normal
1169761893529137152;@T_ife01;8009;5935;07-5-2019;4842;4801;active;Problematic
1170630871813984256;@hoyerlee;3302;8810;05-8-2019;3516;1813;active;Problematic
1170777794193887236;@SiteJamesons;44553;95150;03-8-2019;588;63443;active;Normal
1171975990328754176 ;@pyaaaa717 ;61;29;09-12-2019 ;218;23552;active ;Normal 
1172113060821176321 ;@John__Phipps ;6766;22851;09-12-2019 ;1253;3836;active ;Normal 
1172770422062014464;@shahhasnain77;60435;61393;03-14-2019;8574;17052;active;Normal
117382717;@IGcom;29224;1232;04-25-2010;2644;35462;active;Normal
1176571536809046016;@LockedOnVGK;6684;18741;03-24-2019;3447;2783;active;Normal
1177802388834418688;@mydailyparfait;3290;8410;04-28-2019;85;1354;active;Normal
1179875677;@ShepJoel;7537;10012;03-14-2013;828;1441;active;Normal
1183767753418825734;@Bright_Zwide;37192;342942;03-14-2019;913;2057;active;Normal
1185273067808968704;@realEggiE;4451;7835;04-18-2019;99;76;active;Problematic
1187670937346273281;@v4lpes;21160;34556;04-25-2019;1025;878;active;Normal
1188494175118987265;@memicchu;29259;57997;03-27-2019;1710;2553;active;Normal
1189535786292645888;@fdvci;11350;5622;03-30-2019;413;6433;active;Normal
1189652513525567489;@kriptotwins;27393;112171;04-30-2019;304;55135;active;Normal
1189843586;@rantingman13;640;4698;03-17-2013;15;33;active;Problematic
1191621282;@FVslumlord;6682;18860;04-18-2013;430;54;active;Problematic
1197141738604912645 ;@rajput_of_india ;7822;21347;11-20-2019 ;82;62983;active ;Normal 
1198489498100867072;@MagaGirlKate;15083;20427;01-24-2019;23319;34496;active;Problematic
1198834953489960960;@catedunlap;12361;25897;03-25-2019;791;157;active;Normal
1199142003449008128;@Ibiza_xz;17009;39265;01-26-2019;13511;15937;active;Problematic
1199623843243077632;@maryblondiex;131066;266067;04-27-2019;4051;15077;active;Normal
1201153556713267200;@Kamelbusfahrer;52230;138294;03-1-2019;381;3782;active;Normal
1203228022251360257;@imruhikhan1;241;278;05-7-2019;2877;3387;active;Problematic
1203725367682273280;@InayaLaiba;3487;14758;05-8-2019;3330;1800;active;Problematic
1203743884695597056;@KrittiLabonno;2318;5846;05-8-2019;2444;1284;active;Problematic
1203950254208405504;@Justinberryian;2325;6722;05-9-2019;2538;1178;active;Problematic
1204401405211099137;@Lullashyy;3139;3942;03-10-2019;851;7779;active;Normal
1204866898736943104;@Ad_Vitam44_;140728;312710;03-11-2019;34544;34851;active;Normal
1208811273066098688;@Brunaalvsz;6640;8795;03-22-2019;198;87256;active;Normal
1208817921222463494;@BHultra;8512;0;04-22-2019;884;1585;active;Normal
1208909011476733955;@AyamJonsnow;11559;14768;10-23-2019;3564;797;active;Problematic
1212455492385001473;@LineJacobsen1;3777;23911;03-1-2020;229;261;active;Normal
1213450970727772163;@urgirl_sage;61;142;04-4-2020;5;48587;active;Normal
1213789376808804352;@Lord_of_Nigeria;51915;75722;09-5-2020;1167;1460;active;Problematic
1215089922731757570;@StellarFox16;2579;3078;03-9-2020;312;8006;active;Normal
1216595081811124234;@LxStory;2000;1864;04-13-2020;4513;4591;active;Problematic
1218054110;@jester2806;34628;6918;06-25-2013;1983;65;active;Problematic
1220396820641341442;@spidrmasc;11299;12289;03-23-2020;309;1833;active;Normal
1221929057085988864;@Ray65883020;425;16;04-27-2020;27;2;active;Problematic
1222165540623409154 ;@pjsekai_eng ;13694;17;01-28-2020 ;22;113455;active ;Normal 
1222540357977636864;@RabiesFPS;5545;6178;04-29-2020;1418;1613;active;Normal
1227402528;@mauricioagnolet;52137;40534;04-28-2013;11551;11434;active;Normal
1227475568431706121;@jennifer_120312;317;498;07-12-2020;218;16217;active;Problematic
1227548158252716032;@bancoBV;4289;65;03-12-2020;0;2127;active;Normal
1228703003776958464;@LiveHappyDaily;20465;22217;03-15-2020;367;1366;active;Normal
1229206548733464576;@ExtraVOD_;3725;61877;01-17-2020;1168;41737;active;Problematic
1229600073295618048;@CristianoXtra_;28453;49507;08-18-2020;14;114469;active;Problematic
1232168577064689666;@0800Cjr;19120;12168;04-25-2020;2144;59804;active;Normal
1233817123220144128;@CondomSOL;50;1;03-29-2020;0;55652;active;Normal
1234185849358733313;@MarLmfao;3834;2956;04-1-2020;426;2109;active;Normal
1238154696625397764;@CAbraha45532353;3472;5352;04-12-2020;56;27;active;Problematic
1238799815523422208;@solakogIu;6728;10918;03-14-2020;221;392166;active;Normal
1238868648;@robbiechamp;690;370;04-3-2013;42;13;active;Problematic
1241736469192101889;@ittybittybabyy1;18265;125293;06-22-2020;31708;76281;active;Problematic
1242118741;@paul4Freespeach;628;144;03-4-2013;169;12;active;Problematic
1242810644;@luupstein;18291;37474;03-5-2013;491;116335;active;Normal
1242870869191528448;@FreeAssange_eu;33005;73679;03-25-2020;1262;5279;active;Normal
1242892343818289157;@fuegotenes;6525;33537;03-25-2020;4497;5180;active;Normal
1245935686223564800;@JoyBawsome;4295;2664;11-3-2020;2514;3260;active;Problematic
1247444244014313472;@Henry_Promotes;4059;55;01-7-2020;163;1102994;active;Problematic
1247850434;@DakotaDreamer_;5983;410;03-7-2013;119;2039;active;Normal
1250398131771981826;@CassidyAmari;816;1663;04-15-2020;1829;3188;active;Problematic
1251086666934124544;@chrisnyakarare;30188;442;11-17-2020;4939;4501;active;Problematic
1251547437518520323;@follow_space_;23661;33600;11-18-2020;12094;12398;active;Problematic
1252615133483937792;@pusitaytt;11408;56151;03-21-2020;636;5211;active;Normal
1257695110898372608;@R4IMBY;1041;3782;03-5-2020;122;371;active;Normal
1259334639820431366;@Shunyaa00;69473;386;03-10-2020;3762;35518;active;Normal
1259740684858220544;@syztmz;1201;371;03-11-2020;2;25590;active;Normal
1263398083385331713;@sholzmusic;16729;22062;08-21-2020;8324;16800;active;Problematic
1263816246249893888;@alshami_crypto;3025;2065;04-22-2020;900;46951;active;Normal
1266317569616564224;@_isht3;4668;82321;03-29-2020;1111;15743;active;Normal
1266702154162561025;@4gntt;18913;115096;04-30-2020;1372;2020;active;Normal
1269260860129673216;@Rob39311647;4291;17124;04-6-2020;83;113;active;Problematic
1270047803507724288;@EFELERiiNEFESi3;18128;42105;03-8-2020;298;37869;active;Normal
1271714463268270080;@ManicBorderline;1752;15027;03-13-2020;21;55;active;Problematic
1272254270893633537;@aradahibret;43984;39212;04-14-2020;267;2546;active;Normal
1275158034155802624;@Ayotuude;6592;29368;10-22-2020;4253;4084;active;Problematic
1275413907881037824;@shaddyofficial_;25379;57250;04-23-2020;4469;4912;active;Normal
1276111417851199490;@Plaxtico_;30878;56197;03-25-2020;2323;5746;active;Normal
1277242935008845824;@coingiant;9429;36895;05-28-2020;4551;3003;active;Problematic
1277501873596096514;@Oforma19;21215;11788;01-29-2020;2739;7373;active;Problematic
1279169943376760832;@HelenThornhill7;3586;10983;04-3-2020;155;39;active;Problematic
1280296626;@Elisha885;7828;1900;10-19-2013;1478;976;active;Problematic
1282939345264091138;@LorettaKrypto;11442;1759;01-14-2020;66;61951;active;Problematic
1286126039287177217;@LSYeirbag;42692;32864;03-23-2020;279;272;active;Normal
1286377513795682305;@yx3io;5363;38640;03-23-2020;651;13630;active;Normal
1286891657384701952;@tobi_k300;6137;25020;03-25-2020;2400;24588;active;Normal
1287142674173169666;@Streamcause;4307;5217;04-25-2020;4382;2323;active;Normal
1287759973556994048;@hammychez;13900;110381;03-27-2020;1500;1446;active;Normal
1291686444809850887;@Juwelme11;8153;2923;03-7-2020;16192;17635;active;Problematic
1291901379309690881;@TRADERASESS;17446;14870;03-8-2020;130;19954;active;Normal
1293303063495704578 ;@SaraWil46372180 ;795;2775;08-11-2020 ;1971;1649;active ;Problematic 
1293308412370071552;@Spirited_1o;17410;23222;04-11-2020;21436;24519;active;Problematic
1293406887334092800;@sfvrigth;30143;75855;03-12-2020;535;7207;active;Normal
1293915007684509697;@Jolly_Olive;18624;128691;04-13-2020;905;31566;active;Normal
1294053547630362630;@redstone_defi;2512;4310;03-13-2020;146;103783;active;Normal
1295150705183989764;@retrogubb;18532;34508;03-17-2020;2652;3482;active;Normal
1295334101344559105;@kirsteJohnson;75373;57964;02-17-2020;7167;21122;active;Problematic
1296293978250317830;@Estus_Addict;5134;21676;03-20-2020;250;242;active;Normal
1296730071152177152;@IrinaKaragyaur;2998;10809;03-21-2020;795;2783;active;Normal
129825191;@FlyersPhillies;19330;15717;06-5-2010;4974;1633;active;Problematic
1298358304242987008;@e7lilyy;6467;16636;04-25-2020;215;29949;active;Normal
1298960746584440832;@Obayobrian1;11690;55066;10-27-2020;6987;6772;active;Problematic
1298984580611862528;@ApostleDeza;14367;40419;03-27-2020;7487;27115;active;Normal
1299031256903159808;@CCardinaud;849;895;04-27-2020;34;1;active;Problematic
1300924176455196673;@audrey_woodside;1258;316;04-1-2020;14;11;active;Problematic
1301540186564833280;@sevensevensix;9139;13662;03-3-2020;772;41916;active;Normal
1301576804885499904;@JackermanDev;46;0;03-3-2020;0;346423;active;Normal
1302542328700297216;@Mperax_jr;12639;10755;08-6-2020;3497;3216;active;Problematic
1302684944;@Klaruzaa;79259;165780;03-26-2013;1378;560;active;Normal
1305718816413020160;@nvjishi;2832;6415;03-15-2020;5602;104524;active;Normal
1307625664825176066;@TheSavageHamza;18902;12035;03-20-2020;145;3354;active;Normal
1308845608220860416;@transmusclebear;5271;17707;04-23-2020;1774;27030;active;Normal
1310055598185230336;@HamSqueeze;1167;684;03-27-2020;290;47;active;Problematic
1310330665678897159;@SpiderKaiku;25840;109716;03-27-2020;1763;6227;active;Normal
1312594248232034305;@0xlght;23935;37639;03-4-2020;846;3512;active;Normal
1315656370599809024;@mayamanning_of;1239;24951;03-12-2020;4851;4657;active;Normal
1317438034447650816;@insider_release;1404;90;04-17-2020;1382;4022;active;Normal
1318238181767016448;@Tarek2633;3544;1504;03-19-2020;3996;2245;active;Problematic
1318502793297100801;@PomiKundu;3398;1415;03-20-2020;2706;2010;active;Problematic
1318519074473889794;@kyali_jose;1763;2190;06-20-2020;423;510;active;Problematic
1319145334849810432;@MaxBecauseBTC;3930;26775;04-22-2020;640;28148;active;Normal
1319789511937839104;@DMechDesigns;3319;6019;04-23-2020;686;2850;active;Normal
1319874606367293441;@0811_eeeeee;100;38;03-24-2020;18;1731;active;Normal
1319999810347307008;@cryptolover103;6983;11808;03-24-2020;7295;7227;active;Problematic
1321304968192761856;@Kumar_yashanshu;3046;3021;06-28-2020;4927;8408;active;Problematic
1321638853;@DCP_PaulChuka;10602;17393;08-2-2013;2926;5934;active;Problematic
1322348668675104768;@goalcauf;92229;131021;03-31-2020;1568;1387;active;Normal
1322722302778376192;@UfcAlien;10393;16302;03-1-2020;363;4173;active;Normal
1322876208833425408;@zoafin;8187;31604;05-1-2020;3913;3023;active;Problematic
1323470778151612416;@reiautism;44078;17814;03-3-2020;118;106;active;Normal
1324017531187875842;@missyoonoh;13048;25450;03-4-2020;257;369;active;Normal
1324033839530913796;@concatenarsim;26534;26819;04-4-2020;1087;5417;active;Normal
1324246652929089536;@kristyson_;1237;1352;03-5-2020;172;435481;active;Normal
1325050066248339458;@Taylorisabella_;1990;5099;10-7-2020;164;512;active;Problematic
1325164262285697024;@angelic_reigns;77;1103;03-7-2020;3;0;active;Problematic
1325816534615404544;@ekinciiomer;9629;6112;04-9-2020;172;14996;active;Normal
1325861399076216832;@XDB500;2556;911;03-9-2020;151;191;active;Normal
1326981489314189324;@The_Most_True;7503;460;03-12-2020;0;879;active;Normal
1327656418078502913;@MattHut03201534;1440;26;04-14-2020;10;13;active;Problematic
1328496543998111745;@KNIFESURFER;13591;19302;02-17-2020;1159;11176;active;Problematic
1328560374283710464;@Marce25683383;10240;2384;04-17-2020;113;31;active;Normal
1329904541488254984;@chefinhopromos;2715;857;03-20-2020;3;149306;active;Normal
1330461054393085953;@tickypose;4144;22542;04-22-2020;166;46630;active;Normal
1331188360157618176;@preal46533788;13348;16882;05-24-2020;7136;6767;active;Problematic
1331549473349230594;@GabriellaGaro14;44292;65371;03-25-2020;4910;1232;active;Normal
1332419857;@zimzalajim;40279;22157;03-6-2013;274;227;active;Normal
1333050198881300480;@FarmersProtest_;67648;45610;03-29-2020;3761;3795;active;Normal
1333192010921021442;@BrehmerDeanna;2361;5804;04-29-2020;65;9;active;Problematic
1333470807033602052;@PFS3571;11641;21784;03-30-2020;817;209;active;Normal
1335309457434271754;@todayits_winter;16466;17442;04-5-2020;1395;1883;active;Normal
1336723603111489536;@ba11love;69788;107446;08-9-2020;18549;17500;active;Problematic
1337698501052911619;@SolaymanSarkar0;5781;8022;03-12-2020;7609;7389;active;Problematic
1340223773048377345;@Diya69186629;14486;6115;03-19-2020;5000;2483;active;Problematic
1340237753397563392;@Habib71325213;14817;6436;03-19-2020;4785;6509;active;Problematic
1341386086749114368;@Israt32;3971;6336;03-22-2020;4942;3123;active;Problematic
1341887726958723074;@sumaiya0z;11458;17593;05-23-2020;11978;11273;active;Problematic
1342416185028194305;@wifekiryu;4389;5472;04-25-2020;141;413;active;Normal
1342731688422612993;@industrial112;9864;330097;05-26-2020;9418;9588;active;Problematic
1344877796519133184;@YU_YUHI_;257;316;03-1-2021;0;24725;active;Normal
1346125703205564422;@VaneCuchs;94227;65411;05-4-2021;81844;96059;active;Problematic
1346140535724105733;@0xdasha;20354;75291;04-4-2021;1463;8648;active;Normal
1346705604325347328;@GabrielePalombo;7826;63252;04-6-2021;601;1015;active;Normal
1346952197188317185;@musafiribf;30321;28723;09-6-2021;8088;12639;active;Problematic
1347299084835684352;@onski7;239;40;05-7-2021;94;3;active;Problematic
1348122234838126592;@MdSanto44194414;8227;26002;03-10-2021;5338;5479;active;Problematic
1348585589533077507;@ShakibhassanSa4;2090;20056;05-11-2021;4726;4858;active;Problematic
1348898649204424704;@sarjana_crypto;9963;15834;03-12-2021;552;95258;active;Normal
1349623321621499905;@StrideSocials;166;129;04-14-2021;7;19830;active;Normal
1349878323816624129;@Potato__Dealer;309;785;04-15-2021;306;395;active;Normal
1351258907113648128;@EAlexander46;1076;305;03-18-2021;88;12872;active;Normal
1351359623094280193;@BillRickiAllen;2902;4366;04-19-2021;234;151;active;Problematic
1351380576515870722;@sexyRFK;21131;92048;03-19-2021;588;2680;active;Normal
1352036111984504840;@KolaOOC;540;218;03-20-2021;1;3385;active;Normal
1354220076459839492;@alanjoh83495338;706;49;04-27-2021;89;17;active;Problematic
1355186111451189250;@TheGoonGod;7459;8688;03-29-2021;1616;91936;active;Normal
1355864362100121601;@JazzyTime_;2383;4810;04-31-2021;6554;7223;active;Normal
1356991021268279297;@ConstantineCos7;4110;4669;04-3-2021;445;142;active;Problematic
1358264345432453121;@BeachPicnics;542;4876;03-7-2021;304;9;active;Problematic
1358492711171592192;@WaynePa96143048;1345;413;04-7-2021;46;4;active;Problematic
1358917926095568898;@Roadto100K2;3039;4947;04-8-2021;119;16233;active;Normal
1360608868204761091;@JKaarsbo;10322;24628;04-13-2021;1145;9853;active;Normal
1361683296938172419;@cardianot;15811;47697;05-16-2021;4971;3567;active;Problematic
1362366638532616194;@Oxbull5;3161;3630;03-18-2021;1571;114043;active;Normal
1363771226343280641;@XblorTOKEN;154;383;06-22-2021;93;205;active;Problematic
1365873062130843648;@BritVoxUS;3019;47615;03-28-2021;1781;2096;active;Normal
1366188725357658118;@AFCJohnWick;4103;7255;10-1-2021;4400;4737;active;Problematic
1366713105133150209;@pastaskii;4978;7219;04-2-2021;145;11024;active;Normal
1368368724672188416;@BWDBlackWrestl1;46762;113244;03-7-2021;7616;8505;active;Normal
1368862212534628355;@anisajara1;5550;2910;03-8-2021;4307;2671;active;Problematic
1368925980711133184;@EDDASWAP;939;729;03-8-2021;662;22004;active;Normal
1369979824454823941;@DolinaLarisa1;28866;28737;05-11-2021;9664;9324;active;Problematic
1370054367806509056;@GenereuxEthan;22;109;03-11-2021;8;1;active;Problematic
1370563062;@ord_peter;3619;17958;04-21-2013;205;83;active;Problematic
1370713842204999692;@CryptoLego0311;24530;46436;04-13-2021;4156;68241;active;Normal
1371772071135608835;@AdamRadloff1;169;22;03-16-2021;45;9;active;Problematic
1371986821538836482;@24hrscrypto1;2406;1419;01-17-2021;48;23138;active;Problematic
1374058278087458816;@HamedF39671643;39561;87515;03-22-2021;234;1849;active;Normal
1374405229844729859;@KenHohbach;118;93;04-23-2021;8;2;active;Problematic
1374924881620516867;@audisrerun;31779;27363;03-25-2021;864;3471;active;Normal
1375297099;@KHANAtifraza786;126;106;06-23-2013;50;47;active;Problematic
1375505067692949507;@paposfut;66908;114528;03-26-2021;1962;139113;active;Normal
137637155;@x01rose;119229;129584;04-27-2010;1268;1833;active;Normal
1376907627901427713;@ifot_ibibio;25668;13338;11-30-2021;2372;2561;active;Problematic
1376923851112775683;@poohandy1;1239;410;04-30-2021;94;194;active;Normal
1377740464959467523;@ARMY4Palestine;2928;3422;03-1-2021;70;31042;active;Normal
1377744972246568965;@Mikiashvili_M;3462;4740;03-1-2021;528;1039;active;Normal
1377750785774080000;@robbum75;468;69;04-1-2021;109;9;active;Problematic
1377845546;@HudsonRippon1;7891;3935;04-24-2013;605;161;active;Problematic
1378259168876986369;@Tufanoglu_;6934;22813;03-3-2021;1001;19788;active;Normal
1379091081363656707;@CemalTheMM;13514;15606;04-5-2021;342;52239;active;Normal
1379602644243730435;@biggerontinside;7375;31857;03-7-2021;174;256;active;Normal
1379772072189177859;@CLionscat;486;147;03-7-2021;74;138906;active;Normal
1380110861495279622;@MdShiha45314123;8791;6310;05-8-2021;3238;6339;active;Problematic
1382212492055613440;@Danna13847891;8592;7596;05-14-2021;4676;3648;active;Problematic
1382621628358664195;@RubrykaEng;19802;10059;03-15-2021;2591;12963;active;Normal
1383753615710384131;@SKjuthi009;44865;97717;05-18-2021;8138;7414;active;Problematic
1383804496443174920;@Aliyu_AbdulHDR;3499;2719;10-18-2021;1166;1191;active;Problematic
1384078682654797831;@patkhat54;924;359;04-19-2021;2434;2283;active;Problematic
1384081909;@legendt__;43933;77707;09-27-2013;5212;11720;active;Problematic
1384360382739849216;@hajombd;5973;34077;04-20-2021;4258;2995;active;Problematic
1384594555455037443;@PolygonnftClub;262;578;04-20-2021;13;1395;active;Problematic
1384733708205182979;@humpudabbing;3721;4615;06-21-2021;9848;10247;active;Problematic
1385406354605494279;@CaptainJhon500;220;302;03-23-2021;276;5528;active;Problematic
138541575;@DelectableUD;4115;4088;04-29-2010;783;902;active;Normal
138795834;@StrongholdGames;29750;60145;04-30-2010;21160;38593;active;Normal
1388829308605530113;@eshamoni22;1518;631;04-2-2021;3683;3125;active;Problematic
1389338253103403010;@IncreaseOfLagos;92;9;02-3-2021;466;3851;active;Problematic
